Name,Year,Miles,Price
 Chevrolet Cruze Limited,2016,71086,14990
 Jeep Cherokee,2017,24018,21590
 Nissan Kicks,2020,41030,21990
 Jeep Cherokee,2014,61987,16990
 Honda HR-V,2021,5972,24990
 BMW  Series,20145,75733,18990
 Nissan Rogue,2015,78947,16990
 Nissan Rogue,2017,84971,16990
 Ford Escape,2018,44761,23590
 Dodge Journey,2017,87308,15990
 Toyota Corolla,2020,46894,19990
 Kia Optima,2020,37605,20990
 Audi S,20105,66615,21590
 Chevrolet Sonic,2018,91934,14590
 Hyundai Venue,2022,7989,24590
 Ford Fusion,2014,56979,16990
 Mercedes-Benz GLA,2016,65061,23590
 MAZDA MAZDA,20163,38730,20990
 Cadillac CTS,2012,31800,19590
 Ford Edge,2020,49498,24990
 GMC Acadia Limited,2017,99975,21990
 Dodge Journey,2015,58676,18990
 BMW i,20153,39917,20590
 Nissan Murano,2020,49741,23990
 Chevrolet Cruze Limited,2016,60311,15590
 MAZDA CX-,20185,50247,23590
 Cadillac SRX,2013,72160,18990
 Ford Fusion Energi,2017,78195,18590
 Chevrolet Volt,2017,93096,17990
 MAZDA MAZDA,20173,91317,17990
 Kia Forte,2016,86238,13590
 Ford Focus,2014,56546,15990
 Ford EcoSport,2020,7926,20990
 Volkswagen Golf GTI,2016,99843,18990
 Chrysler Town & Country,2014,84724,16990
 Toyota Highlander,2012,73667,21990
 FIAT ,2013500,65555,14990
 Ford Escape,2018,51241,20990
 Buick Encore,2016,70384,15990
 MAZDA MAZDA,20163,62793,17590
 Buick LaCrosse,2012,32624,18590
 Jeep Compass,2018,41327,23590
 Nissan JUKE,2013,55052,16990
 Hyundai Sonata,2021,47052,21990
 Subaru Outback,2016,79019,20590
 MAZDA CX-,20195,44858,22990
 Hyundai Elantra,2020,40609,19990
 Ford Fiesta,2018,22156,15590
 Hyundai Elantra GT,2018,48345,18990
 Dodge Charger,2019,81399,23590
 Volkswagen Tiguan,2013,88986,14990
 Ford Fiesta,2019,51357,15990
 Mitsubishi Outlander Sport,2020,54573,19990
 Volkswagen Eos,2013,72019,16990
 Toyota Camry,2014,75365,16990
 INFINITI QX,201460,90137,18990
 Chevrolet Spark EV,2014,29247,16590
 Volkswagen Tiguan,2017,90141,16990
 INFINITI QX,201750,57058,23590
 BMW i,20143,34896,18590
 Chrysler Town & Country,2014,71071,19990
 Honda Civic,2021,37337,24990
 Ford EcoSport,2018,48487,18590
 Chevrolet Equinox,2013,88289,15990
 Ford Explorer,2017,90169,23590
 Chevrolet Volt,2013,87065,14990
 Nissan Rogue,2017,70446,19990
 Mercedes-Benz CLK-Class,2009,31136,20990
 Nissan Murano,2020,49741,23990
 Nissan Rogue,2015,32671,21990
 Volkswagen Golf,2019,53739,20590
 GMC Yukon XL ,20141500,91032,22990
 Kia Rio,2022,14904,21590
 Honda Accord,2019,39459,24990
 Hyundai Genesis,2016,83086,22590
 smart fortwo electric drive,2015,33727,13590
 GMC Terrain,2020,52389,23990
 MAZDA CX-,20185,56086,23590
 Kia Forte,2021,43028,20590
 Ford EcoSport,2019,35695,20590
 Subaru Legacy,2019,68129,20590
 Audi A,20136,52499,23590
 Jeep Cherokee,2019,43095,24590
 Kia Soul,2022,35176,20990
 Buick Encore,2014,20631,21590
 Jeep Grand Cherokee,2013,89211,20990
 Nissan Versa,2022,13915,20590
 Honda CR-V,2012,76068,17990
 Volkswagen Beetle,2013,60031,20990
 Nissan Versa,2016,56267,13990
 Volkswagen Eos,2013,72019,16990
 Subaru Impreza,2016,13543,21590
 Ford Fiesta,2019,51357,15990
 Jeep Grand Cherokee,2014,91465,19590
 Nissan Altima,2018,10843,19990
 Dodge Dart,2015,33645,14990
 Toyota Corolla,2020,46894,19990
 Volkswagen Tiguan,2020,45395,22590
 Hyundai Venue,2022,7989,24590
 Nissan Kicks,2020,41030,21990
 MAZDA MAZDA,20173,91317,17990
 Mitsubishi Outlander Sport,2015,91259,14590
 Chevrolet Sonic,2017,69462,13990
 MAZDA MX- Miata,20125,45618,20590
 Jeep Renegade,2019,41067,22590
 INFINITI QX,201730,66742,23590
 Nissan Altima,2020,45990,24990
 Nissan Versa,2018,66144,14990
 Mitsubishi i-MiEV,2012,47844,11990
 Chevrolet Traverse,2017,104054,18590
 Nissan Rogue,2010,100745,12590
 GMC Terrain,2016,73559,16990
 FIAT ,2013500,64310,14990
 Chevrolet Impala,2011,50635,13990
 Chevrolet Equinox,2018,47786,21590
 MINI Countryman,2014,84399,15990
 Chevrolet Equinox,2018,43279,20990
 MINI Clubman,2016,64459,18590
 Volkswagen Beetle,2013,60031,20990
 Honda HR-V,2019,54075,20990
 Chevrolet Sonic,2019,24948,18590
 Kia Soul,2015,97320,13590
 MAZDA MAZDA,20145,70461,15990
 Dodge Grand Caravan Passenger,2019,72123,19590
 Volkswagen Tiguan,2018,44322,21990
 Ford Escape,2019,19258,20990
 Dodge Dart,2015,55908,15590
 BMW X,20151,51963,20990
 Ford EcoSport,2020,7112,20590
 Honda CR-V,2016,64409,19990
 Jeep Cherokee,2019,43095,24590
 Toyota Corolla,2021,9136,24590
 MAZDA CX-,20185,56086,23590
 Hyundai Kona,2019,48192,19990
 Buick LaCrosse,2015,51097,18990
 Toyota Camry,2012,98229,16990
 Toyota Corolla,2020,46894,19990
 Audi A,20164,45599,23590
 Dodge Journey,2020,31421,21990
 Hyundai Sonata Hybrid,2016,25517,21990
 Kia Soul,2022,35176,20990
 Toyota Corolla,2019,25258,20590
 Kia Forte,2017,77259,14990
 Volkswagen Passat,2014,63127,17990
 Nissan Rogue Sport,2018,50196,20590
 Chevrolet Equinox,2015,74082,16590
 Toyota Corolla,2020,46894,19990
 MAZDA MAZDA,20163,43776,17990
 Kia Soul,2015,53505,15590
 Hyundai Accent,2021,16794,19990
 Toyota Yaris,2013,52258,16990
 Honda Civic,2015,50017,17990
 Honda Accord,2016,9703,22590
 Nissan Rogue,2017,87404,17990
 Kia Soul,2021,37973,20590
 Ford Escape,2018,44761,23590
 Honda Fit,2015,85715,16590
 MAZDA CX-,20185,50247,23590
 Nissan Sentra,2017,75570,14990
 Subaru Outback,2016,89597,19990
 FIAT X,2016500,33651,17990
 Chevrolet Spark,2021,5696,18990
 Subaru Forester,2012,38156,18990
 Jeep Compass,2017,49572,18590
 INFINITI QX,201650,88417,18990
 Ford Explorer,2018,67212,24590
 Honda Accord,2009,88281,13990
 BMW i,20143,65892,16990
 Subaru XV Crosstrek,2013,84025,17990
 Subaru Legacy,2019,40026,22590
 Chevrolet Cruze,2014,71106,13990
 Dodge Grand Caravan Passenger,2019,72123,19590
 Kia Soul,2022,39059,19990
 Toyota Corolla,2012,50563,15990
 Kia Forte,2020,45197,19590
 Jeep Cherokee,2019,43095,24590
 Buick Encore,2019,34992,21590
 Chrysler ,2020300,54022,24990
 Kia Optima,2017,56385,16990
 Nissan Rogue Select,2015,79403,14990
 Nissan Rogue Sport,2018,50196,20590
 Hyundai Elantra,2019,80686,16990
 Jeep Cherokee,2019,45523,19990
 Nissan Sentra,2021,29946,20590
 GMC Acadia,2018,53968,29990
 GMC Terrain,2014,40115,20990
 Kia Forte,2015,96642,13990
 Chevrolet Spark,2021,17751,17990
 Hyundai Accent,2018,82504,15990
 Honda CR-V,2016,46380,22590
 Chevrolet Traverse,2021,41875,40590
 Subaru Outback,2014,92893,17590
 Chevrolet Spark,2021,5291,18990
 Buick Encore,2018,50702,18990
 Toyota Corolla,2018,60527,18590
 Nissan Versa,2019,36878,16990
 Ford Mustang,2020,49123,31590
 Mercedes-Benz CLA-Class,2014,63275,22990
 Ford Mustang,2020,44887,30990
 Chevrolet Cruze,2015,69072,15990
 Chevrolet Silverado  Double Cab,20201500,51996,34590
 Kia Forte,2016,78577,14590
 Acura TLX,2015,55537,22990
 FIAT L,2016500,25247,19590
 Ford Escape,2018,77645,16990
 MAZDA MX- Miata,20115,23640,18590
 Toyota RAV,20174,65169,22990
 Toyota Corolla,2022,16868,23990
 Honda Accord,2009,88281,13990
 GMC Terrain,2018,41639,24990
 Ford Expedition MAX,2020,58192,47990
 Ford Fusion,2014,95127,14990
 Honda Fit,2015,14165,20990
 Jeep Renegade,2016,68257,20990
 Dodge Charger,2021,38190,29590
 Volkswagen Golf GTI,2015,50213,22990
 Dodge Challenger,2019,73949,24990
 Dodge Charger,2021,41343,30990
 Ford Flex,2015,40283,20590
 Toyota Camry,2010,69617,14990
 Dodge Challenger,2018,61325,24990
 smart fortwo electric drive,2015,33727,13590
 Cadillac XT,20205,53705,29590
 MINI Countryman,2016,34580,24590
 Ford Focus,2017,58754,15590
 Nissan Sentra,2018,94402,15590
 Nissan Sentra,2017,60928,15990
 Nissan Altima,2018,71425,17990
 INFINITI G,2013,53510,19990
 Jeep Compass,2017,49572,18590
 Honda Crosstour,2012,59909,18590
 Mitsubishi Mirage G,20214,31702,15990
 Hyundai Elantra,2015,36301,16590
 Chrysler ,2015200,69884,16590
 Ford EcoSport,2021,38045,21990
 Chevrolet Silverado  Double Cab,20201500,51996,34590
 Honda Accord,2016,53105,20990
 Scion tC,2014,81250,16990
 Mitsubishi Outlander,2017,30355,21590
 Hyundai Venue,2022,13903,23990
 BMW  Series,20152,57632,21590
 Chevrolet Cruze,2014,91596,13590
 Subaru Outback,2019,20245,32590
 Honda Civic,2012,78135,14990
 Jeep Patriot,2016,93553,14990
 Mitsubishi Outlander Sport,2019,39130,18990
 Chrysler ,2021300,42414,27990
 Nissan Rogue,2013,68782,15590
 Land Rover Range Rover Sport,2016,52000,39590
 Kia Sorento,2014,56396,16990
 Nissan Rogue Select,2015,79403,14990
 Chevrolet Spark,2021,5291,18590
 Ford Fusion,2019,70655,20590
 Nissan Rogue,2018,86997,18590
 Volkswagen Jetta,2014,64988,14590
 MAZDA MAZDA,20133,54082,15990
 Volkswagen Beetle,2017,15960,23990
 Lexus IS,2016,31975,27990
 Kia Cadenza,2014,40198,18590
 Ford Focus,2014,90470,13590
 Hyundai Elantra,2021,28677,20990
 Kia Soul,2021,37973,20590
 Land Rover Range Rover Sport,2016,52000,39590
 Hyundai Sonata,2019,94125,19590
 Dodge Charger,2017,42448,32590
 Kia Sorento,2020,61045,23990
 Volkswagen Jetta,2021,39345,19990
 Kia Sorento,2020,48420,23590
 Chevrolet Colorado Crew Cab,2020,54065,28590
 Volkswagen Touareg,2014,45390,22590
 Kia Soul,2022,21965,21590
 Nissan Sentra,2017,75570,14990
 Honda Accord,2019,56652,22990
 Kia Sorento,2020,63761,23590
 Buick Encore GX,2020,13113,24590
 Dodge Journey,2019,78542,19990
 Subaru Crosstrek,2018,51900,25990
 Nissan Rogue Sport,2020,42325,20590
 MAZDA CX-,20215,44139,24990
 Nissan Sentra,2021,16527,21590
 Nissan Sentra,2018,36970,16990
 Hyundai Elantra,2021,33604,23590
 Lexus IS,2016,31975,27990
 Mercedes-Benz GLA,2016,65061,23590
 Chevrolet Cruze Limited,2016,71086,14990
 Jeep Cherokee,2017,24018,21590
 Kia Forte,2020,40571,19590
 Nissan Rogue Sport,2020,49967,19590
 FIAT ,2013500,65555,14990
 Nissan Versa,2022,3098,24990
 Nissan Rogue,2018,54599,20590
 Chevrolet Sonic,2018,91934,14590
 Volkswagen Jetta,2014,97668,13990
 Hyundai Venue,2022,7989,24590
 Chevrolet Equinox,2019,58470,19990
 Toyota Highlander,2015,103833,21990
 Toyota RAV,20184,76561,22990
 Jeep Cherokee,2019,48139,20990
 GMC Acadia,2018,57412,29990
 Ford Fusion,2018,37694,19990
 Honda Pilot,2020,58073,31590
 Nissan Versa,2018,17844,17990
 Nissan Pathfinder,2020,47546,23990
 Buick Encore,2018,57843,19990
 Ford Edge,2014,75470,17590
 Audi A,20166,69988,23990
 Kia Optima,2016,39095,18590
 Kia Rio,2018,47622,16590
 Subaru WRX,2015,85188,21990
 Honda Fit,2020,11030,23990
 Toyota RAV,20184,42055,23590
 Buick Encore,2016,67970,16990
 Chevrolet Trax,2021,29784,21590
 Volkswagen Tiguan,2015,39039,18990
 MAZDA MAZDA,20123,60102,14990
 Jeep Renegade,2021,44371,21990
 GMC Terrain,2020,44139,22990
 Lexus ES,2016,82134,24590
 Ford C-MAX Energi,2015,62685,16990
 Honda Civic,2017,28858,21990
 MINI Countryman,2014,79609,16590
 Nissan Rogue,2013,68782,15590
 Dodge Grand Caravan Passenger,2019,72024,19590
 Chevrolet Cruze,2011,81897,13590
 Hyundai Sonata,2013,94035,14990
 Kia Optima,2010,70381,12990
 MAZDA CX-,20165,86862,17990
 Nissan Murano,2020,53913,22990
 MAZDA MAZDA,20143,36536,18990
 Kia Forte,2020,40571,19590
 Ford Focus,2015,77690,13990
 Nissan Frontier Crew Cab,2016,51410,23990
 Jeep Compass,2019,45216,21990
 Ford Edge,2013,92633,16590
 Toyota Corolla,2020,53108,19990
 Honda Accord,2015,46756,19990
 Scion xD,2013,75979,14990
 Ford Escape,2019,56299,19590
 Ford Focus,2017,23458,17990
 Kia Forte,2017,33964,15990
 Kia Optima,2020,42054,23590
 Toyota Corolla,2020,53570,19590
 Ford Focus,2014,67829,12990
 INFINITI QX,201650,62290,21990
 Toyota Corolla,2013,101487,14590
 Ford Fiesta,2018,22156,15590
 MINI Clubman,2016,66241,17990
 Volkswagen Tiguan Limited,2017,58639,19590
 Toyota Prius c,2017,71881,19990
 Jeep Renegade,2019,120167,17590
 GMC Terrain,2018,41639,24990
 GMC Terrain,2020,44139,22990
 Hyundai Sonata,2015,96185,14590
 Volkswagen Passat,2014,63127,17990
 Kia Forte,2020,46517,18990
 Kia Soul,2021,34981,19990
 Nissan Rogue Sport,2020,46692,22590
 Hyundai Accent,2018,82504,15990
 Mitsubishi Outlander Sport,2011,96119,12990
 Hyundai Venue,2022,13903,23990
 Kia Optima,2018,43814,24990
 Honda Accord,2010,70990,14990
 Lexus CT,2014,69639,21590
 smart fortwo electric drive,2015,31625,12990
 Hyundai Sonata,2019,94125,19590
 Ford Fusion,2013,102798,13990
 Hyundai Elantra,2013,51303,14990
 Hyundai Santa Fe,2012,94039,14990
 Hyundai Ioniq Hybrid,2018,52368,24990
 Jeep Compass,2021,49107,22990
 Nissan Rogue Sport,2020,46692,22590
 Audi A,20115,69797,17590
 Jeep Compass,2019,59098,24590
 Nissan Kicks,2021,22226,21990
 Hyundai Santa Fe,2017,51456,24990
 Ford EcoSport,2018,20158,19590
 Nissan Kicks,2020,49733,19590
 Volkswagen Jetta,2014,97668,13990
 Nissan Kicks,2020,53061,18990
 Honda Accord,2010,75395,14990
 Chevrolet Volt,2018,46904,22990
 Volkswagen Tiguan,2018,52224,20590
 Nissan Sentra,2022,12291,23590
 Nissan Sentra,2022,12291,23590
 Honda HR-V,2019,54075,20990
 Chevrolet Spark,2020,54241,16590
 MAZDA MAZDA,20133,54082,15990
 Buick Regal,2014,33578,17990
 Ford EcoSport,2020,42361,19590
 Ford EcoSport,2021,6266,20990
 Chevrolet Volt,2017,93096,17990
 Hyundai Sonata,2015,96185,14590
 GMC Acadia Limited,2017,99975,21990
 Toyota Camry Hybrid,2018,62762,24990
 Hyundai Elantra,2016,95719,13990
 Cadillac CTS,2012,31800,19590
 Toyota Corolla,2020,56952,19990
 MINI Clubman,2016,66241,17990
 Chevrolet Sonic,2015,34153,15990
 Toyota RAV,20184,75826,21990
 Volkswagen e-Golf,2016,67095,16990
 Ford Edge,2020,61593,22590
 Buick Encore,2019,76256,17590
 Audi A,20136,52499,23590
 BMW  Series,20123,69584,21990
 Volkswagen Beetle,2013,99258,15990
 Mitsubishi Outlander,2020,41864,23990
 Mitsubishi Outlander Sport,2020,54573,19990
 Honda Odyssey,2016,80689,22590
 Kia Soul,2022,21789,21990
 Nissan Kicks,2020,53061,18990
 Kia Rio,2017,35311,14990
 Honda Pilot,2015,94337,19990
 Chevrolet Camaro,2017,44093,23990
 Toyota Highlander,2012,73667,21990
 Toyota Corolla,2020,56952,19990
 Ford Fusion,2014,81899,15590
 Kia Soul,2019,46291,18590
 Toyota Corolla,2020,53108,19990
 Subaru Forester,2012,38156,18990
 Jeep Grand Cherokee,2014,91465,19590
 Honda Accord,2016,9703,22590
 Chevrolet Spark,2021,5696,18990
 Acura ILX,2017,44239,21590
 Dodge Challenger,2019,73949,24990
 MINI Convertible,2013,45658,17990
 Nissan Rogue,2020,45375,23990
 Kia Forte,2016,86238,13590
 Jeep Compass,2019,47661,24990
 Hyundai Sonata,2016,103517,15590
 Acura RDX,2014,78864,18990
 MAZDA CX-,20165,50874,21990
 Kia Optima,2018,43814,24990
 Hyundai Elantra,2015,36301,16590
 FIAT X,2018500,49426,18990
 Volkswagen CC,2011,90223,13990
 MAZDA CX-,20215,39873,24990
 Nissan Sentra,2017,59075,16590
 Ford EcoSport,2021,18038,20990
 Dodge Grand Caravan Passenger,2019,72094,19590
 Acura ILX,2017,44239,21590
 Toyota Sienna,2014,59187,22990
 Volkswagen Jetta,2019,51815,20590
 Mercedes-Benz C-Class,2017,62448,24590
 MAZDA CX-,20193,50028,19990
 Nissan Rogue,2020,45375,23990
 Honda Accord,2016,57597,20990
 Volvo V,201660,56215,24990
 Kia Forte,2018,54951,16990
 Subaru Forester,2015,101736,17990
 Honda Insight,2011,60657,14990
 BMW X,20143,73210,21590
 Hyundai Sonata,2013,68277,15590
 Volkswagen Jetta,2012,45412,14990
 Nissan Sentra,2020,37239,20990
 Ford Focus,2012,44624,14990
 Subaru Forester,2011,104277,14990
 MAZDA MX- Miata,20145,58700,19990
 Ford Mustang,2017,68169,22990
 MAZDA CX-,20163,85792,19590
 Mercedes-Benz E-Class,2012,68450,19590
 Kia Forte,2017,29423,16990
 Volkswagen Jetta,2013,89073,14990
 Honda Accord,2014,68030,18990
 MAZDA MX- Miata,20165,35706,23990
 INFINITI Q,201750,48077,24990
 Volkswagen Jetta,2020,21701,24990
 MAZDA CX-,20145,86254,16990
 Toyota Prius,2013,100840,16590
 Chevrolet Traverse,2013,101785,17990
 MAZDA MAZDA,20146,82712,16590
 Volkswagen Passat,2014,63127,17990
 Kia Soul,2015,88693,13990
 Jeep Cherokee,2019,55374,19990
 Ford Mustang MACH-E,2021,4998,66590
 Ford EcoSport,2021,44906,19590
 Chrysler Pacifica,2020,77682,23990
 Honda HR-V,2021,34225,24990
 Kia Soul,2015,97320,13590
 Nissan Rogue Sport,2017,93098,16590
 Jeep Cherokee,2016,88023,16590
 Chevrolet Cruze,2017,74931,15590
 Ford Escape,2019,19258,20990
 Cadillac XT,20205,52246,30590
 Volvo V,201660,56215,24990
 MAZDA CX-,20215,39873,24990
 Volkswagen Tiguan,2012,92363,13990
 Mitsubishi Outlander,2016,92423,15590
 Dodge Journey,2019,43524,18990
 Hyundai Santa Fe,2017,51456,24990
 Hyundai Elantra,2015,92510,13590
 Kia Optima,2016,39095,18590
 Jeep Cherokee,2019,45515,25590
 Kia Forte,2017,73691,14590
 Honda Civic,2017,32508,20990
 Ford EcoSport,2018,48704,17990
 Toyota Corolla,2021,41562,20990
 Volkswagen Atlas,2018,52021,31590
 Dodge Journey,2019,46020,18990
 Hyundai Sonata Hybrid,2016,25517,21990
 Mercedes-Benz A-Class,2019,38949,29990
 Hyundai Sonata,2013,28460,18590
 Dodge Durango,2020,47992,31990
 Chevrolet Equinox,2012,92779,14590
 Jeep Compass,2018,65657,19990
 Honda CR-V,2012,79494,16990
 Volkswagen Tiguan,2018,44322,21990
 Ford Fusion,2016,78086,15990
 Nissan Altima,2019,65660,19990
 Acura ILX,2017,66428,20990
 Volkswagen GTI,2011,40781,16990
 Chevrolet Spark,2014,58987,13990
 Ram  Crew Cab,20201500,56739,41590
 Mitsubishi Mirage,2021,17405,16990
 Mitsubishi Mirage,2020,21761,15990
 Kia Optima,2017,62899,21590
 Toyota RAV,20164,47966,22990
 Buick Encore GX,2020,38503,24590
 Toyota RAV,20204,51292,28590
 Hyundai Elantra,2021,19505,22990
 Chevrolet Trax,2021,33646,19990
 Mitsubishi Mirage,2022,10396,17990
 Ford EcoSport,2019,35695,20590
 Audi Q,20145,53433,22990
 Ford Escape,2015,61347,16590
 Volkswagen Jetta,2015,48062,17990
 Volkswagen Passat,2016,65345,16990
 MAZDA CX-,20209,55367,28590
 Nissan Sentra,2021,16527,21590
 Jeep Wrangler Unlimited,2020,47754,41590
 Mitsubishi Outlander Sport,2018,82305,17590
 Mitsubishi Mirage,2019,11449,16590
 Chrysler ,2015200,69884,16590
 Hyundai Santa Fe Sport,2017,57884,22990
 Kia Forte,2017,32179,16590
 Volkswagen Jetta,2021,15395,22990
 Toyota Tacoma Double Cab,2019,57529,34990
 Buick Encore,2017,43884,19590
 smart fortwo electric drive,2015,33727,13590
 Honda HR-V,2021,5972,24990
 Jeep Compass,2019,16301,24990
 Nissan LEAF,2017,26711,18590
 Nissan Altima,2022,19397,22990
 Toyota RAV,20194,60327,26590
 Nissan Versa,2021,10194,19990
 MINI Hardtop  Door,20164,60649,16990
 Nissan Sentra,2016,95669,13590
 Volkswagen Atlas,2019,47846,31590
 Chrysler ,2013200,64970,14590
 Jeep Compass,2019,48298,21590
 Nissan Versa,2022,3098,24990
 Toyota Corolla,2013,95309,13990
 Nissan Altima,2020,42501,22590
 Dodge Grand Caravan Passenger,2013,95570,14590
 Kia Sportage,2022,29235,24590
 Volkswagen Routan,2012,93442,14590
 Subaru Legacy,2019,68129,20590
 Nissan Versa,2022,13915,20590
 MAZDA CX-,20215,44139,24990
 Ford Mustang,2018,49839,24590
 Jeep Cherokee,2021,49157,24590
 Lexus HS,2010,72830,17590
 Mitsubishi Mirage G,20214,24613,16990
 Chevrolet Malibu,2021,20415,23990
 Honda Fit,2019,39041,19990
 MINI Hardtop,2012,67850,14990
 Jeep Cherokee,2018,51122,20990
 Toyota Corolla,2012,88907,14590
 Jeep Cherokee,2019,63351,20590
 Buick Encore,2016,70384,15990
 Volkswagen e-Golf,2016,67095,16990
 Hyundai Elantra,2015,92510,13590
 Toyota Corolla,2020,56156,19590
 Toyota RAV,20184,76561,22990
 Hyundai Santa Fe Sport,2014,93342,16990
 Ford Mustang,2020,44067,24990
 Hyundai Elantra,2012,86769,13990
 Subaru Outback,2014,39601,21990
 Chevrolet Equinox,2018,44530,20990
 Nissan Sentra,2019,91037,14990
 Subaru Outback,2015,49287,23990
 Mercedes-Benz CLA-Class,2014,48810,22990
 Hyundai Accent,2021,16794,19990
 Ford Mustang,2020,44067,24990
 Honda CR-V,2015,82996,19990
 Toyota Camry,2014,75365,16990
 Nissan Pathfinder,2015,100950,18990
 Chevrolet Camaro,2017,44093,23990
 Audi A,20115,69797,17590
 Honda Accord,2010,70990,14990
 Ford Fiesta,2017,53385,13990
 Subaru Impreza,2016,13543,21590
 Nissan Altima,2018,10843,19990
 Chrysler Town & Country,2014,71071,19990
 Chevrolet Malibu,2020,58336,20590
 Jeep Compass,2017,49572,18590
 Mitsubishi Mirage G,20214,31702,15990
 Nissan Rogue,2013,68782,15590
 FIAT X,2018500,49426,18990
 Jeep Cherokee,2018,51122,20990
 Hyundai Santa Fe,2017,51456,24990
 Toyota Corolla,2020,56156,19590
 Kia Optima,2016,39095,18590
 Audi A,20164,31335,24990
 Ford Fusion,2014,95127,14990
 Mitsubishi Outlander Sport,2021,36398,21990
 Ford EcoSport,2018,48704,17990
 Kia Sorento,2020,45980,23590
 Nissan Kicks,2018,22567,19990
 Hyundai Sonata,2012,90367,13590
 Mitsubishi Outlander Sport,2020,53973,20590
 Volkswagen Jetta,2021,35176,20590
 Chevrolet Spark,2020,49457,15990
 MAZDA MX- Miata,20125,45618,20590
 GMC Yukon XL ,20141500,91032,22990
 Volkswagen Tiguan,2021,66014,22990
 Jeep Cherokee,2019,63351,20590
 Hyundai Sonata,2013,28319,17590
 Kia Soul,2021,38773,20590
 Kia Sportage,2019,46800,19990
 Honda Accord,2009,88281,13990
 Honda Fit,2015,85481,16590
 Kia Rio,2021,15732,20590
 Ford Mustang,2010,79784,15990
 Kia Sorento,2020,58209,22590
 Hyundai Sonata,2019,94125,19590
 Lexus ES,2016,82134,24590
 Cadillac XT,20175,75160,24990
 Nissan Sentra,2019,29818,18590
 Volkswagen GTI,2011,40781,16990
 Toyota Camry,2016,80564,17990
 BMW X,20151,51963,20990
 Hyundai Santa Fe,2017,51456,24990
 Chevrolet Malibu,2020,62248,19590
 Kia Optima,2016,39095,18590
 Volkswagen Eos,2012,90707,14990
 Ford EcoSport,2020,12959,20990
 Dodge Challenger,2018,61325,24990
 Ford Fiesta,2019,51893,15590
 MAZDA MAZDA,20153,101802,14590
 Volkswagen Tiguan,2017,90141,16990
 Chevrolet Malibu,2020,58336,20590
 Kia Forte,2016,78577,14590
 Ford Mustang,2015,34442,23990
 Jeep Compass,2018,44371,20990
 Ford Edge,2013,92633,16590
 Dodge Grand Caravan Passenger,2019,74951,18990
 Subaru Impreza,2016,13543,21590
 Lexus ES,2015,103121,19990
 Nissan Murano,2018,57916,22590
 Toyota Corolla,2016,32950,17990
 Chevrolet Spark,2020,66759,15590
 Ford Escape,2017,61524,16990
 Nissan Versa Note,2017,58622,14990
 Jeep Cherokee,2019,63351,20590
 Hyundai Elantra,2021,33604,23590
 Chevrolet Malibu,2020,62248,19590
 Kia Soul,2015,88693,13990
 Mercedes-Benz SLK-Class,2009,47499,20990
 Lexus RX,2013,73884,22590
 Mitsubishi Outlander Sport,2021,47880,19990
 Toyota C-HR,2018,36026,22990
 Nissan Murano,2016,99338,17590
 Dodge Grand Caravan Passenger,2019,74951,18990
 Kia Optima,2020,55723,18990
 Nissan Sentra,2018,36970,16990
 Jeep Cherokee,2019,55374,19990
 Mitsubishi Outlander Sport,2020,53973,20590
 Kia Soul,2022,39059,19990
 Volkswagen Passat,2012,75532,14990
 Ford Explorer,2018,59000,26990
 Hyundai Sonata,2019,94125,19590
 INFINITI QX,201980,67904,38590
 Volkswagen Beetle,2017,15960,23990
 Chevrolet Cruze Limited,2016,60311,15590
 Cadillac XT,20205,45190,32990
 Nissan Altima,2017,65269,16590
 Kia Sorento,2020,58209,22590
 Ford Fusion,2016,91987,15990
 Chevrolet Camaro,2017,44093,23990
 Kia Forte,2019,40417,18990
 Subaru XV Crosstrek,2014,56172,21590
 Honda Crosstour,2012,59909,18590
 Ford Fusion,2018,67951,18590
 Jeep Grand Cherokee,2016,66741,22590
 Chevrolet Cruze,2017,74931,15590
 Audi A,20115,69797,17590
 Buick Encore,2019,34992,21590
 Chevrolet Colorado Crew Cab,2020,51833,28590
 Toyota Corolla,2020,24400,21990
 Mitsubishi Outlander,2016,92423,15590
 Hyundai Elantra,2016,82556,14990
 Nissan Kicks,2019,50471,18990
 FIAT ,2013500,65555,14990
 Ford Fusion Energi,2017,78195,18590
 Jeep Wrangler Unlimited,2020,52252,33990
 Ford EcoSport,2018,40934,18990
 Cadillac XT,20205,45190,32990
 Volkswagen Golf GTI,2017,51528,24990
 BMW X,20151,51963,20990
 Lincoln Town Car,2011,45028,19990
 Chevrolet Spark EV,2014,29247,16590
 Ford Explorer,2018,59000,26990
 Volkswagen Jetta,2016,72175,15590
 Jeep Compass,2018,44371,20990
 Kia Forte,2017,73691,14590
 Chevrolet Colorado Crew Cab,2020,51833,28590
 BMW i,20163,41444,20590
 Volkswagen Jetta,2013,94498,14590
 Toyota RAV,20164,41462,22990
 MINI Hardtop  Door,20172,82113,16990
 Toyota RAV,20184,28765,24990
 Dodge Grand Caravan Passenger,2018,76326,19990
 Kia Forte,2016,78577,14590
 Toyota Corolla,2021,41562,20990
 Chevrolet Cruze,2014,71106,13990
 Mitsubishi Mirage G,20214,16076,18990
 Kia Optima,2017,56385,16990
 Toyota Corolla,2015,83293,15590
 Toyota RAV,20204,51813,28590
 Hyundai Sonata,2018,28248,19990
 MAZDA CX-,20185,48860,25590
 Nissan Sentra,2021,29946,20590
